# unit,quarterLength
# source,CPDL
# source_page,https://www.cpdl.org/wiki/index.php/America,_the_Beautiful_(Samuel_A._Ward)
# license,Public Domain
source_file,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,37.0,1.5,38.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,63,E-4,37.0,1.5,38.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,38.5,0.5,39.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,72,C5,38.5,0.5,39.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,38.5,0.5,39.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,63,E-4,38.5,0.5,39.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,39.0,1.0,40.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,72,C5,39.0,1.0,40.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,39.0,1.0,40.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,63,E-4,39.0,1.0,40.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,40.0,1.0,41.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,73,D-5,40.0,1.0,41.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,53,F3,40.0,1.0,41.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,40.0,1.0,41.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,41.0,1.0,42.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,75,E-5,41.0,1.0,42.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,54,G-3,41.0,1.0,42.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,41.0,1.0,42.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,42.0,1.0,43.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,72,C5,42.0,1.0,43.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,42.0,1.0,43.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,42.0,1.0,43.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,43.0,1.0,44.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,70,B-4,43.0,1.0,44.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,58,B-3,43.0,1.0,44.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,43.0,1.0,44.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,44.0,1.0,45.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,44.0,1.0,45.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,60,C4,44.0,1.0,45.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,63,E-4,44.0,1.0,45.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,65,F4,45.0,2.0,47.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,73,D-5,45.0,3.0,48.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,61,D-4,45.0,1.0,46.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,61,D-4,45.0,1.0,46.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,49,D-3,46.0,2.0,48.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,46.0,1.0,47.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,47.0,1.0,48.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,58,B-3,47.0,1.0,48.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,48.0,1.0,49.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,73,D-5,48.0,1.0,49.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,49,D-3,48.0,1.0,49.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,59,C-4,48.0,1.0,49.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,49.0,1.5,50.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,73,D-5,49.0,1.5,50.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,54,G-3,49.0,1.5,50.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,58,B-3,49.0,1.5,50.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,50.5,0.5,51.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,70,B-4,50.5,0.5,51.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,54,G-3,50.5,0.5,51.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,58,B-3,50.5,0.5,51.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,51.0,1.0,52.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,70,B-4,51.0,1.0,52.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,54,G-3,51.0,1.0,52.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,58,B-3,51.0,1.0,52.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,52.0,1.0,53.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,73,D-5,52.0,1.0,53.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,51,E-3,52.0,1.0,53.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,58,B-3,52.0,1.0,53.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,65,F4,53.0,1.5,54.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,73,D-5,53.0,1.5,54.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,53.0,1.5,54.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,53.0,1.5,54.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,65,F4,54.5,0.5,55.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,68,A-4,54.5,0.5,55.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,54.5,0.5,55.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,54.5,0.5,55.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,65,F4,55.0,1.0,56.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,68,A-4,55.0,1.0,56.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,55.0,1.0,56.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,55.0,1.0,56.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,56.0,1.0,57.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,56.0,1.0,57.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,56.0,1.0,57.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,56.0,1.0,57.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,70,B-4,57.0,1.0,58.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,70,B-4,57.0,1.0,58.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,58,B-3,57.0,1.0,58.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,58,B-3,57.0,1.0,58.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,73,D-5,58.0,1.0,59.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,73,D-5,58.0,1.0,59.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,61,D-4,58.0,1.0,59.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,61,D-4,58.0,1.0,59.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,59.0,1.0,60.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,59.0,1.0,60.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,59.0,1.0,60.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,59.0,1.0,60.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,60.0,1.0,61.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,75,E-5,60.0,1.0,61.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,44,A-2,60.0,1.0,61.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,60,C4,60.0,1.0,61.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,65,F4,61.0,3.0,64.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,73,D-5,61.0,3.0,64.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,49,D-3,61.0,3.0,64.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,61.0,3.0,64.0,
